Applicant_Income,Coapplicant_Income,Age,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Approved,Total_Income,Loan_Income_Ratio,Savings_Ratio,Employment_Status_Salaried,Employment_Status_Self-employed,Employment_Status_Unemployed,Marital_Status_Single,Loan_Purpose_Car,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Personal,Property_Area_Semiurban,Property_Area_Urban,Gender_Male,Employer_Category_Government,Employer_Category_MNC,Employer_Category_Private,Employer_Category_Unemployed,Education_Level_Not Graduate
10847.016629711752,5061.607538802661,49.0,1.0,675.1119733924612,4.0,0.13,19425.0,18171.0,10862.0,48.0,0,15908.624168514412,0.6827743169329219,1.7883446879027802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2502.0,4090.0,27.0,2.0,692.0,1.0,0.49,6391.0,39051.0,39299.0,60.0,0,6592.0,5.961620145631068,0.16262500318074252,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
14685.0,3004.0,40.0,2.0,777.0,1.0,0.5,14908.0,15202.0,22354.0,12.0,0,17689.0,1.2637232178189834,0.666905251856491,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2206.0,5136.0,40.0,0.0,634.0,1.0,0.35,11590.0,8060.0,7344.0,12.0,0,7342.0,1.0002724053391447,1.5781590413943356,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
19868.0,329.0,50.0,2.0,747.0,0.0,0.22,16279.0,8065.0,18993.0,12.0,1,20197.0,0.9403871862157747,0.8571052493023745,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
17934.0,3640.0,55.0,2.0,614.0,1.0,0.52,2750.0,29873.0,29682.0,12.0,0,21574.0,1.3758227496060071,0.09264874334613571,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19247.0,7982.0,55.0,1.0,681.0,1.0,0.46,9916.0,36648.0,29415.0,48.0,0,27229.0,1.080282052223732,0.3371069182389937,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10755.0,4107.0,59.0,0.0,560.0,2.0,0.34718715393134,6806.0,5932.0,20323.0,60.0,0,14862.0,1.3674471807293769,0.3348915022388427,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
14383.0,1341.0,47.0,0.0,657.0,2.0,0.18,6429.0,26470.0,18997.0,24.0,1,15724.0,1.2081531416942255,0.33842185608253933,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16820.0,8407.0,46.0,1.0,675.1119733924612,3.0,0.21,8123.0,8328.0,4679.0,60.0,0,25227.0,0.18547587901851192,1.7360547125454158,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
9574.0,338.0,34.0,2.0,738.0,0.0,0.21,18015.0,6333.0,30489.0,12.0,1,9912.0,3.0759685230024214,0.5908688379415526,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8374.0,5895.0,37.0,3.0,714.0,1.0,0.5,6452.0,46638.0,10488.0,72.0,0,14269.0,0.7350199733688415,0.6151792524790236,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3678.0,2708.0,38.0,0.0,700.0,0.0,0.19,17158.0,11268.0,4996.0,48.0,1,6386.0,0.7823363607892264,3.434347477982386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3059.0,1750.0,49.0,0.0,770.0,4.0,0.13,15456.0,5067.0,6695.0,72.0,0,4809.0,1.3921813266791432,2.308588498879761,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18198.0,5604.0,40.0,2.0,634.0,1.0,0.6,4019.0,48384.0,31204.0,48.0,0,23802.0,1.3109822703974456,0.12879759005255736,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11914.0,2421.0,47.0,1.460686600221484,789.0,0.0,0.11,12419.0,24701.875693673697,20455.895902547065,12.0,1,14335.0,1.4269895990615322,0.6071110284861025,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12817.0,7119.0,38.0,0.0,786.0,3.0,0.52,929.0,17045.0,15235.0,48.0,0,19936.0,0.7641954253611557,0.060978011158516573,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
12921.0,8901.0,24.0,2.0,786.0,3.0,0.28,19396.0,24701.875693673697,3366.0,12.0,1,21822.0,0.1542480065988452,5.76232917409388,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11789.0,5319.0,21.0,3.0,790.0,1.0,0.52,6264.0,22770.0,28467.0,60.0,0,17108.0,1.6639583820434884,0.22004426177679418,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
18312.0,6609.0,21.0,0.0,768.0,4.0,0.38,7973.0,42770.0,7764.0,84.0,1,24921.0,0.31154448055856504,1.0269191138588356,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
13252.0,5387.0,46.0,3.0,780.0,3.0,0.55,9697.0,7887.0,20455.895902547065,36.0,0,18639.0,1.097478185661627,0.4740442582518509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4693.0,3993.0,40.0,3.0,675.1119733924612,3.0,0.56,11136.0,33182.0,32923.0,48.0,0,8686.0,3.7903522910430576,0.3382437809434134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15931.0,8680.0,43.0,2.0,754.0,4.0,0.34718715393134,19203.0,32370.0,31175.0,12.0,1,24611.0,1.2667100077201252,0.6159743384121893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
18157.0,8238.0,31.0,2.0,672.0,3.0,0.23,16911.0,24918.0,2614.0,12.0,1,26395.0,0.0990339079371093,6.469395562356541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
12173.0,4873.0,25.0,1.0,675.1119733924612,2.0,0.43,916.0,35497.0,21939.0,72.0,0,17046.0,1.287046814501936,0.041752130908427915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12230.0,4806.0,21.0,2.0,771.0,3.0,0.54,3574.0,28026.0,20455.895902547065,48.0,0,17036.0,1.2007452396423495,0.1747173537168315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
17707.0,8592.0,40.04434589800444,3.0,738.0,0.0,0.33,3319.0,11929.0,24246.0,24.0,1,26299.0,0.9219361952925966,0.13688855893755672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
13494.0,5913.0,42.0,1.0,617.0,0.0,0.4,17790.0,47756.0,32688.0,72.0,0,19407.0,1.6843407018086258,0.5442364170337739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3306.0,7124.0,54.0,2.0,653.0,1.0,0.19,17625.0,36665.0,28962.0,12.0,0,10430.0,2.77679769894535,0.6085560389475865,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
8776.0,3157.0,49.0,3.0,629.0,2.0,0.5,5206.0,34937.0,30764.0,48.0,0,11933.0,2.5780608396882596,0.1692237680405669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
11474.0,390.0,24.0,0.0,708.0,1.948945615982242,0.58,19517.0,13563.0,33470.0,12.0,0,11864.0,2.821139581928523,0.5831192112339408,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
9526.0,5061.607538802661,25.0,0.0,602.0,4.0,0.23,17182.0,28546.0,39501.0,24.0,0,14587.607538802662,2.7078463617099895,0.4349763297131718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7530.0,8820.0,31.0,2.0,675.1119733924612,2.0,0.34718715393134,17907.0,12888.0,20455.895902547065,36.0,1,16350.0,1.2511251316542547,0.8753955380546452,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5748.0,7686.0,41.0,2.0,702.0,2.0,0.14,4928.0,37338.0,23072.0,48.0,1,13434.0,1.7174333779961293,0.21359223300970873,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15545.0,4232.0,55.0,0.0,593.0,4.0,0.38,16105.0,34283.0,29242.0,84.0,0,19777.0,1.4785862365373919,0.5507489227822995,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2663.0,8007.0,32.0,3.0,689.0,3.0,0.35,2888.0,16958.0,38132.0,24.0,0,10670.0,3.5737582005623243,0.07573691387810763,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3998.0,1521.0,46.0,3.0,639.0,4.0,0.17,2690.0,12634.0,18861.0,60.0,0,5519.0,3.4174669324152926,0.14262234239966068,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9994.0,9018.0,39.0,3.0,675.1119733924612,4.0,0.32,4091.0,19251.0,5960.0,48.0,0,19012.0,0.31348621922996,0.6864093959731543,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
19879.0,1500.0,27.0,2.0,789.0,3.0,0.27,13960.0,46566.0,19781.0,24.0,1,21379.0,0.9252537536835213,0.7057277185177696,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5304.0,6737.0,27.0,1.0,646.0,3.0,0.36,690.0,19928.0,32126.0,36.0,0,12041.0,2.668050826343327,0.021477930648073212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
15808.0,3294.0,46.0,1.0,769.0,3.0,0.39,1495.0,37245.0,23578.0,12.0,1,19102.0,1.234321013506439,0.06340656544236152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
8585.0,5061.607538802661,25.0,1.0,558.0,3.0,0.1,11085.0,16455.0,18883.0,48.0,0,13646.607538802662,1.3837138604820443,0.5870359582693429,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19675.0,2419.0,41.0,1.0,561.0,3.0,0.48,17276.0,27144.0,30782.0,72.0,0,22094.0,1.3932289309314747,0.5612370866090572,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13649.0,9126.0,40.04434589800444,1.0,618.0,4.0,0.46,10720.0,28013.0,17979.0,24.0,0,22775.0,0.7894182217343578,0.5962511819344791,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
3636.0,3042.0,24.0,2.0,731.0,1.0,0.28,5873.0,21876.0,34746.0,36.0,0,6678.0,5.2030548068283915,0.16902665054970356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
19082.0,4497.0,43.0,2.0,793.0,1.0,0.13,4503.0,26962.0,1730.0,24.0,1,23579.0,0.07337037194113406,2.6028901734104046,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6737.0,1466.0,40.0,1.0,731.0,0.0,0.48,11720.0,28084.0,1056.0,60.0,0,8203.0,0.1287333902230891,11.098484848484848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
16555.0,3561.0,35.0,2.0,577.0,1.0,0.58,13964.0,42319.0,32457.0,84.0,0,20116.0,1.613491747862398,0.4302307668607696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
15877.0,5061.607538802661,49.0,2.0,605.0,1.0,0.22,897.0,21143.0,20455.895902547065,84.0,0,20938.607538802662,0.9769463353586884,0.043850438243983735,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2854.0,5392.0,28.0,1.0,648.0,4.0,0.26,17094.0,26091.0,2701.0,48.0,0,8246.0,0.3275527528498666,6.328767123287672,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7855.0,7693.0,39.0,3.0,746.0,3.0,0.19,3695.0,14179.0,20455.895902547065,12.0,1,15548.0,1.3156609147509046,0.1806325187419397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9392.0,9374.0,59.0,2.0,675.1119733924612,3.0,0.34718715393134,2686.0,32807.0,16100.0,36.0,1,18766.0,0.857934562506661,0.16683229813664596,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15949.0,3223.0,48.0,3.0,659.0,4.0,0.18,5778.0,10222.0,1947.0,24.0,1,19172.0,0.10155435009388691,2.967642526964561,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7791.0,7138.0,47.0,2.0,775.0,1.0,0.28,9966.298557158712,23949.0,21505.0,48.0,1,14929.0,1.4404849621541966,0.4634409931252598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
6931.0,2667.0,24.0,2.0,626.0,4.0,0.45,16799.0,16116.0,7553.0,24.0,0,9598.0,0.7869347780787664,2.2241493446312726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2202.0,7980.0,35.0,1.0,652.0,0.0,0.38,9663.0,48817.0,34525.0,48.0,0,10182.0,3.390787664505991,0.2798841419261405,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13447.0,130.0,55.0,2.0,655.0,3.0,0.29,4180.0,37564.0,15866.0,84.0,1,13577.0,1.1685939456433674,0.26345644774990545,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
14688.0,2983.0,57.0,0.0,658.0,1.948945615982242,0.31,4262.0,37374.0,31472.0,60.0,1,17671.0,1.7809971139154548,0.13542196237925774,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6389.0,5061.607538802661,40.04434589800444,0.0,661.0,0.0,0.38,2515.0,17667.0,6651.0,24.0,1,11450.607538802662,0.5808425428486448,0.37813862577056084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4327.0,7126.0,23.0,1.0,607.0,0.0,0.1,11236.0,8775.0,8273.0,60.0,0,11453.0,0.7223434907884397,1.3581530279221563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10004.0,8230.0,44.0,3.0,627.0,4.0,0.14,14104.0,29655.0,11033.0,72.0,0,18234.0,0.6050784249204783,1.2783467778482733,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
9777.0,7694.0,47.0,3.0,624.0,1.0,0.54,6616.0,47632.0,4535.0,72.0,0,17471.0,0.2595730066968119,1.4588754134509372,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2197.0,6640.0,56.0,3.0,675.1119733924612,1.948945615982242,0.14,17376.0,14193.0,19677.0,84.0,0,8837.0,2.226660631436008,0.8830614422930325,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
3930.0,5468.0,54.0,0.0,715.0,2.0,0.45,4370.0,14676.0,18488.0,36.0,0,9398.0,1.9672270695892744,0.236369536996971,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
13774.0,920.0,49.0,3.0,617.0,0.0,0.56,18157.0,30776.0,1908.0,60.0,0,14694.0,0.12984891792568395,9.516247379454926,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17087.0,7564.0,44.0,3.0,675.1119733924612,2.0,0.24,19945.0,43225.0,5617.0,48.0,1,24651.0,0.2278609387043122,3.5508278440448637,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11339.0,8684.0,44.0,1.0,582.0,1.0,0.29,3816.0,17199.0,31431.0,36.0,0,20023.0,1.5697447934874893,0.1214088002290732,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
13589.0,9323.0,24.0,3.0,620.0,1.0,0.38,1756.0,48812.0,24453.0,24.0,0,22912.0,1.0672573324022345,0.07181122970596655,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
17708.0,8502.0,23.0,0.0,605.0,2.0,0.54,2373.0,15066.0,36079.0,24.0,0,26210.0,1.3765356734070966,0.06577233293605698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
19043.0,8930.0,54.0,0.0,654.0,3.0,0.34718715393134,2576.0,18895.0,17020.0,48.0,0,27973.0,0.608443856575984,0.15135135135135136,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4811.0,3241.0,43.0,0.0,749.0,1.0,0.47,4184.0,246.0,27562.0,12.0,0,8052.0,3.4230004967709884,0.1518032073144184,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
16243.0,545.0,43.0,1.0,650.0,2.0,0.14,2397.0,21209.0,25373.0,12.0,0,16788.0,1.5113771741720277,0.0944705001379419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8546.0,4346.0,25.0,1.460686600221484,600.0,0.0,0.43,12674.0,39284.0,31164.0,24.0,0,12892.0,2.417313062364257,0.40668720318316004,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3986.0,9996.0,51.0,2.0,623.0,2.0,0.31,10326.0,16800.0,2885.0,84.0,0,13982.0,0.20633671863824918,3.5792027729636047,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
10338.0,3810.0,26.0,3.0,720.0,2.0,0.34,10546.0,46110.0,2049.0,84.0,1,14148.0,0.14482612383375743,5.1469009272816,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
13411.0,7206.0,57.0,1.0,670.0,4.0,0.12,4535.0,24701.875693673697,2161.0,48.0,1,20617.0,0.10481641363922976,2.098565478944933,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4911.0,9005.0,30.0,0.0,692.0,1.0,0.2,14599.0,20101.0,1815.0,12.0,1,13916.0,0.1304254096004599,8.043526170798899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3734.0,5061.607538802661,27.0,0.0,715.0,3.0,0.5,9966.298557158712,16491.0,37534.0,60.0,0,8795.607538802662,4.267357295606378,0.2655272168476238,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
10680.0,5061.607538802661,59.0,1.0,692.0,3.0,0.34718715393134,17118.0,27207.0,28498.0,24.0,1,15741.607538802662,1.8103614849851362,0.6006737314899291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7759.0,271.0,58.0,1.0,554.0,4.0,0.25,632.0,41798.0,26037.0,72.0,0,8030.0,3.2424657534246575,0.02427314974843492,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
4385.0,3511.0,41.0,1.0,770.0,1.948945615982242,0.29,13280.0,20897.0,37007.0,60.0,0,7896.0,4.686803444782168,0.3588510281838571,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
13111.0,1771.0,40.0,1.460686600221484,632.0,2.0,0.53,14746.0,29492.0,14942.0,48.0,0,14882.0,1.004031716167182,0.986882612769375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6736.0,9454.0,40.04434589800444,0.0,731.0,4.0,0.47,4268.0,1421.0,28278.0,72.0,0,16190.0,1.7466337245213095,0.1509300516302426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3802.0,4361.0,42.0,2.0,600.0,0.0,0.24,19285.0,32015.0,9272.0,60.0,0,8163.0,1.1358569153497489,2.0799180327868854,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10155.0,7069.0,40.04434589800444,2.0,559.0,1.0,0.16,18047.0,12970.0,34637.0,12.0,0,17224.0,2.0109730608453322,0.5210324219764991,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
10120.0,920.0,48.0,3.0,689.0,1.0,0.23,15321.0,7283.0,39294.0,84.0,1,11040.0,3.559239130434783,0.3899068560085509,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
8616.0,8190.0,32.0,0.0,795.0,1.0,0.56,10207.0,28488.0,8741.0,12.0,0,16806.0,0.5201118648101868,1.1677153643747855,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
16257.0,3430.0,58.0,0.0,675.1119733924612,2.0,0.39,5591.0,15945.0,5694.0,72.0,0,19687.0,0.2892263930512521,0.9819107832806463,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
16486.0,4435.0,56.0,1.0,644.0,0.0,0.37,16226.0,255.0,31306.0,36.0,0,20921.0,1.4963911858897758,0.5183032006644094,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18646.0,3760.0,25.0,1.0,695.0,4.0,0.4,9966.298557158712,11019.0,2934.0,84.0,0,22406.0,0.1309470677497099,3.396829774082724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
16075.0,2050.0,33.0,3.0,629.0,4.0,0.28,8572.0,15487.0,22556.0,24.0,0,18125.0,1.2444689655172414,0.3800319205532896,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18371.0,8567.0,50.0,1.0,585.0,0.0,0.36,19466.0,19346.0,20455.895902547065,48.0,0,26938.0,0.7593695115653376,0.9516082841219481,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
13835.0,2033.0,57.0,1.0,574.0,0.0,0.16,9966.298557158712,35050.0,30158.0,24.0,0,15868.0,1.9005545752457778,0.3304694793142354,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10847.016629711752,6467.0,45.0,0.0,764.0,0.0,0.16,8007.0,8744.0,21293.0,48.0,1,17314.016629711754,1.2298128421258476,0.3760390738740431,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7423.0,4388.0,40.04434589800444,1.0,647.0,3.0,0.57,9966.298557158712,17861.0,34387.0,48.0,0,11811.0,2.9114384895436456,0.28982750915051364,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16589.0,7832.0,56.0,0.0,713.0,1.0,0.25,4261.0,25146.0,4066.0,48.0,1,24421.0,0.16649604848286312,1.0479586817511068,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9158.0,8623.0,59.0,3.0,650.0,0.0,0.53,2389.0,42687.0,22256.0,12.0,0,17781.0,1.2516731342444183,0.10734184040258807,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
12248.0,8896.0,36.0,1.0,744.0,0.0,0.48,19937.0,46103.0,36105.0,60.0,0,21144.0,1.7075766174801361,0.5521949868439274,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
